,Company,Model,FuelType,Colour,Kilometer,BodyStyle,TransmissionType,ModelYear,CngKit,Price,Owner,DealerState,City,Warranty,QualityScore,MileagePerYear,Luxury,CarAge
725,MARUTI SUZUKI,DZIRE,PETROL,White,22652,SEDAN,manual,2018,0,773000,1.0,Uttar Pradesh,Noida,1,7.8,11.224975222993063,Non-Luxury,7
726,FORD,ECOSPORT,PETROL,Red,80752,SUV,automatic,2015,0,725000,1.0,Uttar Pradesh,Noida,1,7.6,40.075434243176176,Non-Luxury,10
727,VOLKSWAGEN,POLO,PETROL,White,72000,HATCHBACK,manual,2011,0,299000,2.0,Uttar Pradesh,Noida,0,7.6,35.803083043262056,Non-Luxury,14
728,MARUTI SUZUKI,SWIFT,PETROL,Silky Silver,67476,HATCHBACK,manual,2019,0,545000,1.0,Uttar Pradesh,Noida,1,8.0,33.420505200594356,Non-Luxury,6
729,HONDA,JAZZ,PETROL,Cherry Red,62000,HATCHBACK,manual,2017,0,540000,1.0,Uttar Pradesh,Noida,0,8.0,30.738720872583045,Non-Luxury,8
730,VOLKSWAGEN,VENTO,PETROL,Blue,60000,Sedan,automatic,2013,0,395000,1.0,Uttar Pradesh,Noida,0,7.8,29.806259314456035,Non-Luxury,12
731,TATA,TIAGO,PETROL,Orange,74130,HATCHBACK,manual,2016,0,395000,1.0,Uttar Pradesh,Noida,1,7.7,36.770833333333336,Non-Luxury,9
732,RENAULT,KWID,PETROL,Dark Grey,18586,HATCHBACK,manual,2017,0,325000,1.0,Uttar Pradesh,Noida,0,8.0,9.214675260287557,Non-Luxury,8
733,MARUTI SUZUKI,WAGON R,CNG,White,40000,HATCHBACK,manual,2012,0,275000,1.0,Uttar Pradesh,Noida,0,7.6,19.880715705765407,Non-Luxury,13
734,TATA,SAFARI,DIESEL,Black,18426,SUV,manual,2022,0,2495000,1.0,Uttar Pradesh,Noida,1,8.1,9.112759643916913,Non-Luxury,3
735,TOYOTA,ETIOS,DIESEL,Silver,48358,SEDAN,manual,2014,0,484999,1.0,Uttar Pradesh,Noida,1,7.9,24.010923535253227,Non-Luxury,11
736,HONDA,CITY,PETROL,Brown,47644,SEDAN,manual,2013,0,395000,2.0,Uttar Pradesh,Noida,1,7.6,23.66815697963239,Non-Luxury,12
737,MAHINDRA,XUV500,DIESEL,White,33495,SUV,manual,2017,0,877000,1.0,Uttar Pradesh,Noida,1,8.1,16.606346058502726,Non-Luxury,8
738,HYUNDAI,ELANTRA,PETROL,Silky Silver,43000,SEDAN,manual,2017,0,1187000,1.0,Uttar Pradesh,Noida,0,7.5,21.318790282597917,Non-Luxury,8
739,HONDA,CITY,PETROL,Dark Grey,72372,SEDAN,manual,2016,0,695000,1.0,Uttar Pradesh,Noida,1,7.8,35.898809523809526,Non-Luxury,9
740,JEEP,COMPASS,PETROL,White,70254,SUV,manual,2017,0,1495000,1.0,Uttar Pradesh,Noida,1,7.5,34.83093703520079,Non-Luxury,8
741,HONDA,JAZZ,PETROL,White,66297,HATCHBACK,manual,2016,0,495000,1.0,Uttar Pradesh,Noida,1,8.0,32.885416666666664,Non-Luxury,9
742,TOYOTA,ETIOS CROSS,PETROL,Dark Grey,41500,SUV,manual,2015,0,484999,1.0,Uttar Pradesh,Noida,0,7.4,20.595533498759306,Non-Luxury,10
743,NISSAN,MICRA ACTIVE,PETROL,Silver,30000,HATCHBACK,manual,2017,0,450000,1.0,Uttar Pradesh,Noida,0,8.0,14.873574615765989,Non-Luxury,8
744,MARUTI SUZUKI,BALENO,PETROL,Blue,66000,HATCHBACK,manual,2016,0,565000,1.0,Uttar Pradesh,Noida,0,7.6,32.73809523809524,Non-Luxury,9
745,HONDA,WR V,PETROL,White,66138,SUV,manual,2017,0,750000,1.0,Uttar Pradesh,Noida,1,7.7,32.7902825979177,Non-Luxury,8
746,TOYOTA,FORTUNER,DIESEL,Black,67863,SUV,automatic,2018,0,3175000,1.0,Uttar Pradesh,Noida,1,7.7,33.62884043607532,Non-Luxury,7
747,TOYOTA,COROLLA ALTIS,PETROL,Silver,70000,SEDAN,manual,2012,0,475000,1.0,Uttar Pradesh,Noida,0,7.7,34.791252485089466,Non-Luxury,13
748,HYUNDAI,VERNA,PETROL,Black,38634,SEDAN,automatic,2019,0,825000,2.0,Uttar Pradesh,Noida,1,7.8,19.13521545319465,Non-Luxury,6
749,SKODA,OCTAVIA,PETROL,Black,59257,SEDAN,automatic,2016,0,992000,1.0,Uttar Pradesh,Noida,1,7.6,29.393353174603174,Non-Luxury,9
750,TATA,TIGOR,PETROL,Red,23609,SEDAN,manual,2018,0,592000,1.0,Uttar Pradesh,Noida,1,7.8,11.699207135777998,Non-Luxury,7
751,HYUNDAI,I10,CNG,Grey,38000,HATCHBACK,manual,2015,1,355000,2.0,Uttar Pradesh,Noida,0,7.5,18.858560794044664,Non-Luxury,10
752,TOYOTA,FORTUNER,DIESEL,Grey,17341,SUV,automatic,2017,0,3295000,1.0,Uttar Pradesh,Noida,1,7.6,8.597421913733267,Non-Luxury,8
753,MARUTI SUZUKI,SWIFT,PETROL,Grey,19129,HATCHBACK,manual,2019,0,545000,1.0,Uttar Pradesh,Noida,1,7.8,9.474492322932145,Non-Luxury,6
754,HYUNDAI,VENUE,PETROL,White,32999,SUV,manual,2020,0,795000,1.0,Uttar Pradesh,Noida,1,8.0,16.336138613861387,Non-Luxury,5
755,JEEP,COMPASS,PETROL,Black,28528,SUV,manual,2020,0,1495000,1.0,Uttar Pradesh,Noida,1,7.9,14.122772277227723,Non-Luxury,5
756,HYUNDAI,GRAND I10,PETROL,White,61999,HATCHBACK,manual,2017,0,484999,1.0,Uttar Pradesh,Noida,1,7.7,30.73822508676252,Non-Luxury,8
757,HONDA,CITY,PETROL,Chocolate Brown,80165,SEDAN,manual,2014,0,600000,1.0,Telangana,Hyderabad,1,7.4,39.8038728897716,Non-Luxury,11
758,FORD,ENDEAVOUR,DIESEL,A Blue,127241,SUV,manual,2018,0,2590000,1.0,Telangana,Hyderabad,0,8.0,63.053022794846385,Non-Luxury,7
759,MAHINDRA,SCORPIO,DIESEL,Diamond White,92441,SUV,manual,2010,0,550000,1.0,Telangana,Hyderabad,0,7.3,45.99054726368159,Non-Luxury,15
760,MAHINDRA,BOLERO,DIESEL,White,70380,SUV,manual,2015,0,650000,1.0,Telangana,Hyderabad,1,7.6,34.92803970223325,Non-Luxury,10
761,FORD,FIGO,DIESEL,Seafoam Green,75155,HATCHBACK,manual,2011,0,190000,1.0,Telangana,Hyderabad,0,7.4,37.37195425161611,Non-Luxury,14
762,HYUNDAI,VERNA,DIESEL,Grey,84709,SEDAN,automatic,2013,0,600000,1.0,Telangana,Hyderabad,1,7.5,42.080973671137606,Non-Luxury,12
763,HYUNDAI,VERNA,PETROL,Red,55691,SEDAN,automatic,2016,0,620000,1.0,Telangana,Hyderabad,1,7.8,27.62450396825397,Non-Luxury,9
764,VOLVO,XC 60,DIESEL,Brown,127038,SUV,automatic,2015,0,1820000,1.0,Telangana,Hyderabad,0,7.7,63.04615384615385,Non-Luxury,10
765,RENAULT,DUSTER,DIESEL,Brown,79151,SUV,manual,2015,0,650000,1.0,Telangana,Hyderabad,1,7.7,39.28089330024814,Non-Luxury,10
766,MARUTI SUZUKI,CELERIO X(2020-2021),PETROL,White,51433,HATCHBACK,manual,2020,0,599000,1.0,Telangana,Hyderabad,1,7.8,25.461881188118813,Non-Luxury,5
767,HYUNDAI,ELITE I20,PETROL,Red,69782,HATCHBACK,manual,2015,0,550000,1.0,Telangana,Hyderabad,1,7.7,34.63126550868486,Non-Luxury,10
768,SKODA,RAPID,DIESEL,White,46855,SEDAN,automatic,2015,0,700000,1.0,Telangana,Hyderabad,1,7.8,23.253101736972706,Non-Luxury,10
769,HYUNDAI,ELITE I20,DIESEL,White,71928,HATCHBACK,manual,2018,0,850000,1.0,Telangana,Hyderabad,1,8.0,35.64321110009911,Non-Luxury,7
770,MARUTI SUZUKI,SWIFT,PETROL,Red,41157,HATCHBACK,manual,2019,0,745000,1.0,Telangana,Hyderabad,1,7.8,20.38484398216939,Non-Luxury,6
771,MARUTI SUZUKI,VITARA BREZZA,DIESEL,Red,44865,HATCHBACK,manual,2019,0,1025000,1.0,Telangana,Hyderabad,1,7.8,22.221396731054977,Non-Luxury,6
772,MARUTI SUZUKI,SWIFT,PETROL,Grey,63003,HATCHBACK,manual,2017,0,620000,1.0,Telangana,Hyderabad,1,7.8,31.235994050570152,Non-Luxury,8
773,MARUTI SUZUKI,ALTO 800,PETROL,Blue,76777,HATCHBACK,manual,2017,0,300000,1.0,Telangana,Hyderabad,1,7.9,38.06494794248884,Non-Luxury,8
774,TATA,ZEST,DIESEL,Grey,30329,SEDAN,manual,2018,0,560000,1.0,Telangana,Hyderabad,0,7.9,15.029236868186324,Non-Luxury,7
775,HYUNDAI,CRETA,DIESEL,White,84718,COMPACTSUV,automatic,2018,0,1190000,1.0,Telangana,Hyderabad,1,7.7,41.98116947472745,Non-Luxury,7
776,HONDA,CITY,DIESEL,Grey,89500,SEDAN,manual,2014,0,600000,1.0,Telangana,Hyderabad,0,7.3,44.438927507447865,Non-Luxury,11
777,MARUTI SUZUKI,S CROSS,DIESEL,Sapphire Silver,131000,SUV,manual,2015,0,699000,1.0,Telangana,Hyderabad,0,7.4,65.01240694789082,Non-Luxury,10
778,MAHINDRA,THAR,DIESEL,Black,26399,SUV,manual,2021,0,1800000,1.0,Telangana,Hyderabad,1,7.9,13.062345373577436,Non-Luxury,4
779,HYUNDAI,GRAND I10(2017-2020),PETROL,White,46441,HATCHBACK,manual,2018,0,560000,1.0,Telangana,Hyderabad,1,8.0,23.013379583746282,Non-Luxury,7
780,TATA,HARRIER,DIESEL,White,50939,SUV,manual,2019,0,1650000,1.0,Telangana,Hyderabad,1,7.8,25.22981674096087,Non-Luxury,6
781,HONDA,CITY,DIESEL,Urban Titanium,85798,SEDAN,manual,2016,0,675000,1.0,Telangana,Hyderabad,1,7.6,42.55853174603175,Non-Luxury,9
782,FORD,ECOSPORT,DIESEL,Metallic Silver,88962,SUV,manual,2016,0,690000,1.0,Telangana,Hyderabad,1,8.1,44.12797619047619,Non-Luxury,9
783,HYUNDAI,EON,PETROL,Red,85610,HATCHBACK,manual,2014,0,330000,1.0,Telangana,Hyderabad,1,7.3,42.507447864945384,Non-Luxury,11
784,SKODA,OCTAVIA,PETROL,White,95870,SEDAN,automatic,2017,0,1600000,1.0,Telangana,Hyderabad,0,7.7,47.530986613782844,Non-Luxury,8
785,NISSAN,TERRANO,DIESEL,Silver,81000,SUV,manual,2015,0,650000,1.0,Telangana,Hyderabad,0,7.8,40.1985111662531,Non-Luxury,10
786,MARUTI SUZUKI,SWIFT(2014_2018),PETROL,Red,83766,HATCHBACK,manual,2015,0,525000,2.0,Telangana,Hyderabad,1,7.7,41.5712158808933,Non-Luxury,10
787,MARUTI SUZUKI,CELERIO,DIESEL,White,53708,HATCHBACK,manual,2016,0,440000,1.0,Telangana,Hyderabad,1,8.1,26.640873015873016,Non-Luxury,9
788,MARUTI SUZUKI,S CROSS,DIESEL,Grey,61521,SUV,manual,2017,0,849000,1.0,Telangana,Hyderabad,1,7.7,30.501239464551315,Non-Luxury,8
789,HYUNDAI,ELITE I20(2018-2019),DIESEL,Red,74323,HATCHBACK,manual,2018,0,760000,1.0,Telangana,Hyderabad,1,8.1,36.83002973240833,Non-Luxury,7
790,TOYOTA,INNOVA CRYSTA,DIESEL,Grey,89040,MPV,manual,2016,0,1950000,1.0,Telangana,Hyderabad,1,7.4,44.166666666666664,Non-Luxury,9
791,SKODA,RAPID(2011-2014),DIESEL,Beige,90238,SEDAN,manual,2013,0,450000,1.0,Telangana,Hyderabad,1,7.4,44.82762046696473,Non-Luxury,12
792,HONDA,CITY,PETROL,White,76886,SEDAN,automatic,2009,0,450000,1.0,Telangana,Hyderabad,0,6.9,38.27078148332504,Non-Luxury,16
793,HYUNDAI,EON,LPG,Grey,60179,HATCHBACK,manual,2014,1,350000,1.0,Telangana,Hyderabad,1,7.5,29.88033763654419,Non-Luxury,11
794,MARUTI SUZUKI,CIAZ,DIESEL,Silver,61467,SEDAN,manual,2017,0,750000,1.0,Telangana,Hyderabad,1,8.1,30.474467030242934,Non-Luxury,8
795,MARUTI SUZUKI,ALTO 800,PETROL,Grey,9313,HATCHBACK,manual,2021,0,400000,1.0,Telangana,Hyderabad,1,8.1,4.608114794656111,Non-Luxury,4
796,MARUTI SUZUKI,VITARA BREZZA,DIESEL,Pearl White,59432,HATCHBACK,manual,2019,0,975000,1.0,Telangana,Hyderabad,1,7.8,29.436354631005447,Non-Luxury,6
797,HYUNDAI,GRAND I10(2013-2017),PETROL,Cherry Red,62499,HATCHBACK,manual,2016,0,550000,1.0,Telangana,Hyderabad,1,7.8,31.001488095238095,Non-Luxury,9
798,HYUNDAI,ELITE I20(2018-2019),PETROL,Silver,23429,HATCHBACK,manual,2018,0,720000,1.0,Telangana,Hyderabad,1,7.8,11.610009910802775,Non-Luxury,7
799,MARUTI SUZUKI,SWIFT DZIRE,DIESEL,White,91000,SEDAN,manual,2009,0,320000,1.0,Telangana,Hyderabad,0,7.5,45.29616724738676,Non-Luxury,16
800,RENAULT,KWID,PETROL,White,30985,HATCHBACK,manual,2018,0,430000,1.0,Telangana,Hyderabad,1,7.7,15.354311199207135,Non-Luxury,7
801,MARUTI SUZUKI,ALTO K10,PETROL,Grey,42396,HATCHBACK,manual,2016,0,370000,1.0,Telangana,Hyderabad,1,7.5,21.029761904761905,Non-Luxury,9
802,HYUNDAI,I10,PETROL,Grey,88324,HATCHBACK,manual,2015,0,540000,1.0,Telangana,Hyderabad,1,7.6,43.83325062034739,Non-Luxury,10
803,TATA,TIAGO,PETROL,Brown,54682,HATCHBACK ,manual,2018,0,600000,1.0,Telangana,Hyderabad,1,7.8,27.097125867195242,Non-Luxury,7
804,HONDA,CITY,PETROL,White,59524,SEDAN,manual,2019,0,1050000,1.0,Telangana,Hyderabad,1,7.9,29.481921743437344,Non-Luxury,6
805,HYUNDAI,CRETA,PETROL,White,72000,COMPACTSUV,automatic,2017,0,940000,1.0,Telangana,Hyderabad,0,8.1,35.69657907783837,Non-Luxury,8
806,MARUTI SUZUKI,SWIFT,DIESEL,Grey,116688,HATCHBACK,manual,2013,0,470000,1.0,Telangana,Hyderabad,0,7.5,57.967213114754095,Non-Luxury,12
807,FORD,ASPIRE,PETROL,White,80166,SEDAN,manual,2015,0,470000,1.0,Telangana,Hyderabad,1,7.6,39.784615384615385,Non-Luxury,10
808,HYUNDAI,ELITE I20,PETROL,Grey,44820,HATCHBACK,manual,2018,0,720000,1.0,Telangana,Hyderabad,1,7.9,22.210109018830526,Non-Luxury,7
809,HONDA,CITY,PETROL,White,96000,SEDAN,automatic,2011,0,450000,1.0,Telangana,Hyderabad,0,7.0,47.737444057682744,Non-Luxury,14
810,MARUTI SUZUKI,SWIFT,DIESEL,Silver,82000,HATCHBACK,manual,2018,0,650000,1.0,Telangana,Hyderabad,0,7.9,40.634291377601585,Non-Luxury,7
811,MARUTI SUZUKI,SWIFT DZIRE,DIESEL,Blue,81532,SEDAN,manual,2017,0,810000,1.0,Telangana,Hyderabad,1,7.9,40.42240951908775,Non-Luxury,8
812,MARUTI SUZUKI,CELERIO,PETROL,Blue,28209,HATCHBACK,manual,2014,0,430000,1.0,Telangana,Hyderabad,1,7.3,14.006454816285999,Non-Luxury,11
813,VOLKSWAGEN,AMEO,PETROL,Grey,87515,SEDAN,manual,2016,0,550000,1.0,Telangana,Hyderabad,0,7.7,43.41021825396825,Non-Luxury,9
814,HONDA,CITY 5TH GEN,PETROL,White,31090,SEDAN,manual,2021,0,1520000,1.0,Telangana,Hyderabad,1,7.8,15.383473527956458,Non-Luxury,4
815,HYUNDAI,EON,PETROL,Red,55118,HATCHBACK,manual,2016,0,320000,1.0,Telangana,Hyderabad,1,7.6,27.34027777777778,Non-Luxury,9
816,HYUNDAI,ELITE I20,PETROL,Red,80522,HATCHBACK,automatic,2015,0,670000,1.0,Telangana,Hyderabad,0,7.4,39.961290322580645,Non-Luxury,10
817,MAHINDRA,XUV500,DIESEL,Silver,144518,SUV,manual,2013,0,780000,1.0,Telangana,Hyderabad,0,7.5,71.79234972677595,Non-Luxury,12
818,MARUTI SUZUKI,CELERIO,PETROL,Grey,46125,HATCHBACK,manual,2016,0,520000,1.0,Telangana,Hyderabad,1,7.6,22.879464285714285,Non-Luxury,9
819,HYUNDAI,GRAND I10 NIOS(2019-2023),PETROL,White,11535,HATCHBACK,manual,2019,0,665000,1.0,Madhya Pradesh,Indore,1,7.8,5.713224368499257,Non-Luxury,6
820,HYUNDAI,CRETA,DIESEL,White,72177,SUV,automatic,2018,0,931000,1.0,Madhya Pradesh,Indore,1,7.8,35.76660059464817,Non-Luxury,7
821,MARUTI SUZUKI,VITARA BREZZA,DIESEL,Grey,66155,HATCHBACK,manual,2018,0,775000,1.0,Madhya Pradesh,Indore,1,8.1,32.782457879088206,Non-Luxury,7
822,MARUTI SUZUKI,SWIFT,PETROL,White,58727,HATCHBACK,manual,2016,0,455000,1.0,Madhya Pradesh,Indore,1,7.7,29.130456349206348,Non-Luxury,9
823,HYUNDAI,GRAND I10(2017-2020),PETROL,Dust,37804,HATCHBACK,manual,2017,0,484999,1.0,Madhya Pradesh,Indore,1,7.8,18.74268715914725,Non-Luxury,8
824,HYUNDAI,GRAND I10(2017-2020),PETROL,Silver,48420,HATCHBACK,manual,2017,0,421000,1.0,Madhya Pradesh,Indore,1,7.9,24.005949429846307,Non-Luxury,8
825,HYUNDAI,I20(2015-2017),DIESEL,White,93033,HATCHBACK,manual,2015,0,509999,2.0,Madhya Pradesh,Indore,1,8.0,46.17022332506203,Non-Luxury,10
826,MARUTI SUZUKI,ERTIGA,PETROL,White,40333,MPV,manual,2021,0,1021000,1.0,Madhya Pradesh,Indore,1,8.3,19.956952003958435,Non-Luxury,4
827,HYUNDAI,GRAND I10,PETROL,Red,57851,HATCHBACK,manual,2019,0,490000,2.0,Madhya Pradesh,Indore,1,7.8,28.653293709757307,Non-Luxury,6
828,RENAULT,KWID,PETROL,A Blue,37911,HATCHBACK,manual,2020,0,445000,1.0,Madhya Pradesh,Indore,1,8.2,18.767821782178217,Non-Luxury,5
829,MAHINDRA,TUV 300,DIESEL,White,88180,SUV,manual,2020,0,844999,1.0,Madhya Pradesh,Indore,1,8.3,43.65346534653465,Non-Luxury,5
830,RENAULT,KWID,PETROL,Grey,88903,HATCHBACK,manual,2017,0,330000,1.0,Madhya Pradesh,Indore,1,7.9,44.07684680218146,Non-Luxury,8
831,HYUNDAI,SANTRO(2018-2020),PETROL,Blue,63706,HATCHBACK,manual,2020,0,480999,1.0,Madhya Pradesh,Indore,1,8.0,31.53762376237624,Non-Luxury,5
832,HYUNDAI,VERNA,DIESEL,White,84711,SEDAN,automatic,2018,0,1044999,1.0,Madhya Pradesh,Indore,1,7.7,41.97770069375619,Non-Luxury,7
833,MARUTI SUZUKI,WAGON R,PETROL,Silver,76065,HATCHBACK,manual,2016,0,401000,2.0,Madhya Pradesh,Indore,0,7.7,37.73065476190476,Non-Luxury,9
834,HONDA,AMAZE,PETROL,White,81128,SEDAN,manual,2014,0,409999,1.0,Madhya Pradesh,Indore,1,7.8,40.282025819265144,Non-Luxury,11
835,SKODA,RAPID(2016-2020),PETROL,White,95579,SEDAN,manual,2018,0,591000,1.0,Madhya Pradesh,Indore,1,7.8,47.363230921704655,Non-Luxury,7
836,RENAULT,KWID,PETROL,White,50239,HATCHBACK,manual,2015,0,290000,1.0,Madhya Pradesh,Indore,1,7.6,24.932506203473945,Non-Luxury,10
837,RENAULT,KWID,PETROL,White,38511,HATCHBACK,manual,2018,0,365000,1.0,Madhya Pradesh,Indore,1,8.1,19.08374628344896,Non-Luxury,7
838,MAHINDRA,SCORPIO,DIESEL,White,66203,SUV,manual,2019,0,1245000,1.0,Madhya Pradesh,Indore,0,7.8,32.789995047053,Non-Luxury,6
839,TATA,TIAGO,PETROL,Brown,13562,HATCHBACK,manual,2017,0,391000,1.0,Madhya Pradesh,Indore,1,8.1,6.7238472979672785,Non-Luxury,8
840,HYUNDAI,CRETA,DIESEL,White,68980,SUV,automatic,2020,0,1711000,1.0,Madhya Pradesh,Indore,1,7.9,34.148514851485146,Non-Luxury,5
841,MAHINDRA,SCORPIO,DIESEL,Black,82068,SUV,manual,2019,0,1650000,1.0,Madhya Pradesh,Indore,1,7.9,40.64784546805349,Non-Luxury,6
842,FORD,ASPIRE(2015_2018),PETROL,Red,78533,SEDAN,manual,2017,0,471000,1.0,Madhya Pradesh,Indore,1,8.0,38.93554784333168,Non-Luxury,8
843,MAHINDRA,XUV300,DIESEL,White,53309,SUV,manual,2020,0,925000,1.0,Madhya Pradesh,Indore,1,8.0,26.39059405940594,Non-Luxury,5
844,MAHINDRA,BOLERO,DIESEL,White,56000,SUV,manual,2012,0,445000,2.0,Madhya Pradesh,Indore,0,7.4,27.83300198807157,Non-Luxury,13
845,MAHINDRA,BOLERO,DIESEL,White,65236,SUV,manual,2018,0,765000,1.0,Madhya Pradesh,Indore,1,8.1,32.32705649157582,Non-Luxury,7
846,HONDA,AMAZE,PETROL,White,40431,SEDAN,manual,2020,0,725000,1.0,Madhya Pradesh,Indore,1,8.3,20.015346534653464,Non-Luxury,5
847,MARUTI SUZUKI,WAGON R(2019-2022),PETROL,Grey,67000,HATCHBACK,manual,2019,0,525000,1.0,Madhya Pradesh,Indore,0,0.0,33.184744923229324,Non-Luxury,6
848,TOYOTA,FORTUNER,DIESEL,Brown,98000,SUV,automatic,2015,0,1751000,3.0,Maharashtra,Mumbai,0,7.5,48.635235732009924,Non-Luxury,10
849,MARUTI SUZUKI,ERTIGA,CNG,White,14748,MPV,manual,2021,1,1110000,1.0,Maharashtra,Mumbai,1,8.1,7.29737753587333,Non-Luxury,4
850,MERCEDES BENZ,E-CLASS(2015-2017),DIESEL,White,67000,SEDAN,manual,2016,0,2250000,1.0,Maharashtra,Mumbai,0,7.6,33.23412698412698,Non-Luxury,9
851,SKODA,SUPERB,PETROL,Black,67656,SEDAN,manual,2017,0,1475000,1.0,Maharashtra,Mumbai,1,7.5,33.54288547347546,Non-Luxury,8
852,MARUTI SUZUKI,VITARA BREZZA,DIESEL,Grey,54088,SUV,manual,2019,0,925000,1.0,Maharashtra,Mumbai,1,7.8,26.78949975235265,Non-Luxury,6
853,HONDA,CITY,PETROL,Silver,34499,SEDAN,manual,2015,0,615000,1.0,Maharashtra,Mumbai,1,7.8,17.12109181141439,Non-Luxury,10
854,MAHINDRA,XUV500(2011_2015),DIESEL,Pearl White,61319,SUV,manual,2015,0,850000,1.0,Maharashtra,Mumbai,1,6.6,30.431265508684863,Non-Luxury,10
855,MARUTI SUZUKI,ERTIGA(2018-2022),CNG,Grey,12017,MPV,manual,2022,0,1165000,1.0,Maharashtra,Mumbai,1,9.2,5.943125618199802,Non-Luxury,3
856,HYUNDAI,GRAND I10 NIOS,PETROL,Grey,4489,HATCHBACK,manual,2021,0,791000,1.0,Maharashtra,Mumbai,1,9.3,2.2211776348342407,Non-Luxury,4
857,SKODA,SUPERB,DIESEL,B Mist,107556,SEDAN,manual,2012,0,585000,2.0,Maharashtra,Mumbai,0,6.2,53.4572564612326,Non-Luxury,13
858,HYUNDAI,CRETA,PETROL,A Blue,24613,SUV,automatic,2019,0,1275000,2.0,Maharashtra,Mumbai,1,8.2,12.190688459633481,Non-Luxury,6
859,MARUTI SUZUKI,CIAZ,PETROL,White,66548,SEDAN,manual,2017,0,625000,1.0,Maharashtra,Mumbai,1,8.1,32.99355478433317,Non-Luxury,8
860,MARUTI SUZUKI,DZIRE,PETROL,Silver,34375,SEDAN,manual,2020,0,791000,1.0,Maharashtra,Mumbai,1,8.8,17.01732673267327,Non-Luxury,5
861,VOLKSWAGEN,TAIGUN,PETROL,Yellow,26868,SUV,manual,2021,0,1335000,1.0,Maharashtra,Mumbai,1,9.0,13.294408708560118,Non-Luxury,4
862,HONDA,CITY,PETROL,Brown,67774,SEDAN,manual,2015,0,675000,1.0,Maharashtra,Mumbai,1,7.8,33.634739454094294,Non-Luxury,10
863,MARUTI SUZUKI,DZIRE(2017-2020),PETROL,Brown,13895,SEDAN,manual,2020,0,811000,1.0,Maharashtra,Mumbai,1,8.9,6.878712871287129,Non-Luxury,5
864,RENAULT,TRIBER,PETROL,Silver,18732,MPV,manual,2022,0,711000,1.0,Maharashtra,Mumbai,1,9.3,9.264094955489615,Non-Luxury,3
865,MARUTI SUZUKI,DZIRE,PETROL,Pearl White,38700,SEDAN,manual,2020,0,775000,1.0,Maharashtra,Mumbai,1,8.8,19.15841584158416,Non-Luxury,5
866,RENAULT,TRIBER,PETROL,White,16644,MPV,manual,2021,0,711000,1.0,Maharashtra,Mumbai,1,9.2,8.235526966848095,Non-Luxury,4
867,MARUTI SUZUKI,BALENO,PETROL,Blue,9789,HATCHBACK,manual,2020,0,765000,1.0,Maharashtra,Mumbai,1,9.0,4.846039603960396,Non-Luxury,5
868,TATA,ALTROZ,DIESEL,Red,14203,HATCHBACK,manual,2022,0,990000,1.0,Maharashtra,Mumbai,1,9.3,7.0242334322453015,Non-Luxury,3
869,MARUTI SUZUKI,SWIFT DZIRE,DIESEL,White,67000,SEDAN,manual,2018,0,791000,1.0,Maharashtra,Mumbai,0,7.8,33.201189296333006,Non-Luxury,7
870,MAHINDRA,THAR,DIESEL,Aquamarine,9706,SUV,manual,2022,0,1575000,1.0,Maharashtra,Mumbai,1,9.2,4.8001978239366965,Non-Luxury,3
871,HYUNDAI,VERNA,DIESEL,Silver,52176,SEDAN,automatic,2018,0,1044999,1.0,Maharashtra,Mumbai,1,8.2,25.85530227948464,Non-Luxury,7
872,KIA,CARENS,DIESEL,Black,13654,MPV,manual,2022,0,1975000,1.0,Maharashtra,Mumbai,1,8.8,6.752720079129575,Non-Luxury,3
873,JEEP,COMPASS(2021-2023),PETROL,Blue,11110,SUV,manual,2021,0,1975000,1.0,Maharashtra,Mumbai,1,9.0,5.497278574962889,Non-Luxury,4
874,HYUNDAI,VERNA,DIESEL,White,81167,SEDAN,automatic,2019,0,985000,1.0,Maharashtra,Mumbai,1,8.1,40.20158494304111,Non-Luxury,6
875,MARUTI SUZUKI,DZIRE(2017_2020),PETROL,Red,14720,SEDAN,manual,2020,0,695000,1.0,Maharashtra,Mumbai,1,8.9,7.287128712871287,Non-Luxury,5
876,KIA,CARENS,PETROL,Black,9000,MPV,manual,2022,0,1825000,1.0,Maharashtra,Mumbai,0,8.8,4.451038575667655,Non-Luxury,3
877,TATA,HARRIER,DIESEL,Black,16191,SUV,manual,2021,0,2175000,1.0,Maharashtra,Mumbai,1,8.7,8.011380504700643,Non-Luxury,4
878,HYUNDAI,AURA,PETROL,Grey,43228,SEDAN,manual,2021,0,725000,1.0,Maharashtra,Mumbai,1,8.7,21.38941118258288,Non-Luxury,4
879,TOYOTA,COROLLA ALTIS,PETROL,Brown,46726,SEDAN,automatic,2017,0,1250000,1.0,Maharashtra,Mumbai,1,7.7,23.166088249876054,Non-Luxury,8
880,HYUNDAI,VENUE,PETROL,White,22487,SUV,manual,2020,0,791000,1.0,Maharashtra,Mumbai,1,8.8,11.132178217821782,Non-Luxury,5
881,RENAULT,DUSTER,DIESEL,Grey,36468,SUV,manual,2014,0,509999,1.0,Maharashtra,Mumbai,1,7.2,18.107249255213507,Non-Luxury,11
882,KIA,SONET,PETROL,Red,15308,SUV,manual,2022,0,950000,1.0,Maharashtra,Mumbai,1,8.9,7.5707220573689415,Non-Luxury,3
883,RENAULT,KWID,PETROL,White,17859,HATCHBACK,manual,2017,0,345000,1.0,Maharashtra,Mumbai,1,8.1,8.854238968765493,Non-Luxury,8
