,Company,Model,FuelType,Colour,Kilometer,BodyStyle,TransmissionType,ModelYear,CngKit,Price,Owner,DealerState,City,Warranty,QualityScore,MileagePerYear,Luxury,CarAge
1043,MAHINDRA,SCORPIO CLASSIC,DIESEL,Pearl White,49413,SUV,manual,2022,0,1900000,1.0,Rajasthan,Jaipur,1,8.4,24.437685459940653,Non-Luxury,3
1044,HONDA,BR V,PETROL,Metallic,100000,SUV,manual,2017,0,500000,1.0,Rajasthan,Jaipur,0,7.0,49.578582052553294,Non-Luxury,8
1045,MARUTI SUZUKI,ERTIGA(2015-2018),DIESEL,Grey,23796,MPV,manual,2015,0,899000,1.0,Rajasthan,Jaipur,1,7.5,11.809429280397023,Non-Luxury,10
1046,TOYOTA,INNOVA CRYSTA,DIESEL,Grey,85002,MPV,manual,2018,0,1950000,1.0,Rajasthan,Jaipur,1,7.4,42.12190287413281,Non-Luxury,7
1047,TATA,TIAGO,CNG,Grey,4439,HATCHBACK,manual,2022,0,590000,1.0,Rajasthan,Jaipur,1,9.1,2.195351137487636,Non-Luxury,3
1048,MAHINDRA,XUV500,DIESEL,Pearl White,144000,SUV,manual,2018,0,1050000,1.0,Rajasthan,Jaipur,0,6.4,71.35777998017839,Non-Luxury,7
1049,MARUTI SUZUKI,S-CROSS(2017-2020),DIESEL,Silver,67852,SUV,manual,2019,0,850000,1.0,Rajasthan,Jaipur,1,8.0,33.60673600792472,Non-Luxury,6
1050,HYUNDAI,VENUE(2020-2022),PETROL,White,21721,SUV,manual,2021,0,990000,1.0,Rajasthan,Jaipur,1,8.7,10.74764967837704,Non-Luxury,4
1051,FORD,ECOSPORT,DIESEL,White,46541,SUV,manual,2016,0,690000,1.0,Rajasthan,Jaipur,1,7.8,23.08581349206349,Non-Luxury,9
1052,KIA,SELTOS,DIESEL,Black,59633,SUV,manual,2020,0,1650000,1.0,Rajasthan,Jaipur,1,8.0,29.52128712871287,Non-Luxury,5
1053,KIA,SELTOS,PETROL,White,62701,SUV,manual,2019,0,1490000,1.0,Rajasthan,Jaipur,1,7.9,31.05547300643883,Non-Luxury,6
1054,MAHINDRA,THAR,PETROL,Black,15473,SUV,manual,2021,0,1525000,1.0,Rajasthan,Jaipur,1,8.8,7.6561108362196935,Non-Luxury,4
1055,HONDA,JAZZ,PETROL,White,21664,HATCHBACK,manual,2021,0,775000,1.0,Rajasthan,Jaipur,1,8.7,10.719445818901534,Non-Luxury,4
1056,MAHINDRA,XUV300,PETROL,Silver,36884,SUV,manual,2021,0,990000,1.0,Rajasthan,Jaipur,1,8.5,18.250371103414153,Non-Luxury,4
1057,JEEP,COMPASS(2020-2021),PETROL,White,21829,SUV,manual,2020,0,1675000,1.0,Rajasthan,Jaipur,1,8.4,10.806435643564356,Non-Luxury,5
1058,MAHINDRA,XUV700,PETROL,A Blue,14954,SUV,manual,2022,0,2350000,2.0,Rajasthan,Jaipur,1,8.4,7.39564787339268,Non-Luxury,3
1059,HYUNDAI,ELITE I20(2020-2020),PETROL,White,42918,HATCHBACK,manual,2020,0,715000,1.0,Rajasthan,Jaipur,1,8.3,21.246534653465346,Non-Luxury,5
1060,HYUNDAI,XCENT(2017-2020),PETROL,White,78910,SEDAN,manual,2019,0,500000,1.0,Rajasthan,Jaipur,0,7.8,39.0837048043586,Non-Luxury,6
1061,MAHINDRA,SCORPIO(2009-2014),DIESEL,White,76000,SUV,manual,2013,0,575000,1.0,Rajasthan,Jaipur,0,6.8,37.754595131644315,Non-Luxury,12
1062,MARUTI SUZUKI,VITARA BREZZA,DIESEL,Silver,80120,HATCHBACK,manual,2018,0,771000,1.0,Rajasthan,Jaipur,0,7.4,39.70267591674926,Non-Luxury,7
1063,HONDA,CITY,DIESEL,Urban Titanium,77500,SEDAN,manual,2014,0,499000,2.0,Rajasthan,Jaipur,0,6.8,38.48063555114201,Non-Luxury,11
